id,config|pretrain_id,config|checkpoint,config|n_finetune,config|finetune_dataset,config|finetune_labels,config|r_max,config|num_layers,config|num_features,config|l_max,config|seed,config|beta,config|ema_decay,config|batch_size,result|train|cell_energy_rmse,result|train|scaled_energy_rmse,result|train|per_atom_energy_rmse,result|train|force_rmse,result|val|cell_energy_rmse,result|val|scaled_energy_rmse,result|val|per_atom_energy_rmse,result|val|force_rmse,result|test|cell_energy_rmse,result|test|scaled_energy_rmse,result|test|per_atom_energy_rmse,result|test|force_rmse,result|num_params,result|best_epoch,result|num_epochs,metadata|timing_marks,metadata|timing|training|start,metadata|timing|training|end,metadata|timing|training|duration,metadata|timing|evaluation|start,metadata|timing|evaluation|end,metadata|timing|evaluation|duration
23.07.05-13.15.28-913148,23.06.29-19.37.16-930520,best,25,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,2.1000431383391382,0.2152569646419216,0.0312346997344243,0.1885926664040958,2.432157179051453,0.278373066242508,0.0575382296880273,0.3397493674794966,2.781172607663822,0.2755931363293735,0.0628188414356361,0.3543898241074871,73784,212,212,"[('start', 1688559328.913281), ('end', 1688559471.513478)]",1688559328.968097,1688559431.398491,102.43039393424988,1688559431.39852,1688559471.513424,40.114903926849365
23.07.05-13.17.51-682304,23.06.29-19.37.16-930520,best,50,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,2.9790147186786347,0.2628213233437987,0.0336720981757727,0.1824751736917675,2.6287647994004626,0.2693747376164759,0.0520478141859914,0.2651314586875322,3.14172609064135,0.28557572186114,0.0510332902783241,0.2569200413989391,73784,291,291,"[('start', 1688559471.682465), ('end', 1688559685.0824)]",1688559471.732865,1688559642.655701,170.92283582687378,1688559642.655724,1688559685.082342,42.42661786079407
23.07.05-13.21.25-254602,23.06.29-19.37.16-930520,best,100,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,2.594750285484192,0.2285772568986615,0.0328133218140693,0.1805570680982423,2.3881782383741634,0.2540305901828111,0.0446543072160185,0.1879780119833375,2.7414844072008013,0.2535597896506827,0.0431079200219706,0.1959478093663105,73784,168,175,"[('start', 1688559685.254763), ('end', 1688559905.678494)]",1688559685.305589,1688559858.661142,173.355553150177,1688559858.661168,1688559905.67842,47.01725196838379
23.07.05-13.25.05-850509,23.06.29-19.37.16-930520,best,200,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,2.1972986507470447,0.203229035472096,0.0284711997824595,0.158844460755915,1.790513643692479,0.2073164412848624,0.0352956148657604,0.1452527268441312,1.9725686124124533,0.1898734338128904,0.0305023821576527,0.1630316088373253,73784,169,170,"[('start', 1688559905.850665), ('end', 1688560277.630913)]",1688559905.902036,1688560222.251305,316.3492691516876,1688560222.251328,1688560277.630825,55.37949705123901
23.07.05-13.31.17-691037,23.06.29-19.37.16-930520,best,400,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.7063189579433722,0.1596793581313593,0.0233352691780336,0.1346783032284714,1.2872591464916965,0.1574246935629603,0.0271653366347223,0.1274333358771323,1.431346763828415,0.1382215084831886,0.0240853274852879,0.1375166287463365,73784,140,142,"[('start', 1688560277.69118), ('end', 1688560852.547221)]",1688560277.743116,1688560779.914972,502.17185616493225,1688560779.914994,1688560852.547122,72.6321280002594
23.07.05-13.42.01-822412,23.06.29-20.16.23-578801,best,25,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.57993881627932,0.162501379864575,0.0278850286023428,0.1425961475110982,2.592755015503447,0.2966871731756821,0.0504553259395696,0.2100483317347053,2.8586015316897337,0.2930804081717401,0.054215580210602,0.2318035565180872,73784,224,233,"[('start', 1688560921.822551), ('end', 1688561071.788569)]",1688560921.877543,1688561031.507641,109.63009810447691,1688561031.507664,1688561071.788506,40.28084206581116
23.07.05-13.44.31-849798,23.06.29-20.16.23-578801,best,50,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,2.1792259082730427,0.1972066451281042,0.0284051701327752,0.1607982600827634,2.1524642726222165,0.2474299658032615,0.0445811248401541,0.204406120060034,2.3371759576957367,0.2432501622766276,0.0469362743510231,0.2178980228154061,73784,221,221,"[('start', 1688561071.849945), ('end', 1688561238.106646)]",1688561071.900971,1688561195.611933,123.71096205711363,1688561195.611959,1688561238.106587,42.49462795257568
23.07.05-13.47.18-166169,23.06.29-20.16.23-578801,best,100,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,2.156455852639664,0.1905929790475541,0.0275537042755555,0.1608742465030157,1.8764187803286847,0.2144220276016104,0.039897538565534,0.1707266724908241,2.013753594189403,0.1906475739721838,0.0369715269332132,0.1769529705537751,73784,169,169,"[('start', 1688561238.166318), ('end', 1688561439.041691)]",1688561238.217314,1688561392.873182,154.65586805343628,1688561392.873211,1688561439.04161,46.16839909553528
23.07.05-13.50.39-211371,23.06.29-20.16.23-578801,best,200,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.9344781098978217,0.1804004984281282,0.0277098065570339,0.1455905344404741,1.4978647563160423,0.179403427353164,0.0333062481625905,0.1365836408212201,1.660474216061793,0.159794961392366,0.0292721148942057,0.150217130808352,73784,109,146,"[('start', 1688561439.211539), ('end', 1688561743.300269)]",1688561439.2635,1688561687.417282,248.1537821292877,1688561687.417303,1688561743.300182,55.88287901878357
23.07.05-13.55.43-471885,23.06.29-20.16.23-578801,best,400,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.5329143792339142,0.1424573380872651,0.0205948064974234,0.1272980230616961,1.2162943437221048,0.1490368498218572,0.0258052234927407,0.1217068101348573,1.3194891131900277,0.1289120802095861,0.02252656009788,0.1338229041890423,73784,114,114,"[('start', 1688561743.472056), ('end', 1688562194.956043)]",1688561743.523796,1688562122.148797,378.6250009536743,1688562122.148819,1688562194.95596,72.80714106559753
23.07.05-14.03.15-029662,23.06.29-20.47.24-291172,best,25,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,0.9400949800182624,0.1118451082648169,0.0234503785259981,0.1152070650578819,2.3057764331995885,0.2745772885558979,0.0521922117984143,0.2447931032347599,2.056217623484509,0.22113110882285,0.0499453636842025,0.250042743768216,73784,224,243,"[('start', 1688562195.02982), ('end', 1688562350.227154)]",1688562195.083493,1688562310.02884,114.94534707069396,1688562310.028867,1688562350.227085,40.19821810722351
23.07.05-14.05.50-304875,23.06.29-20.47.24-291172,best,50,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,2.252615210710795,0.1989560041099295,0.026295073206017,0.1689721802568555,2.5325376171596825,0.2874173762660587,0.0484798313546299,0.2381919039982075,2.340235339824224,0.2364507419641068,0.0470517771159967,0.219446693125085,73784,76,88,"[('start', 1688562350.305022), ('end', 1688562451.341118)]",1688562350.359014,1688562408.820358,58.46134400367737,1688562408.820382,1688562451.34106,42.5206778049469
23.07.05-14.07.31-409176,23.06.29-20.47.24-291172,best,100,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.8120557959115755,0.159510313841394,0.0231207267878399,0.1536999204590624,1.7724209543013556,0.2134569964505127,0.0446672878065888,0.1817992830543407,1.6587440337162118,0.1648072166557803,0.0421980459117221,0.1717540566165044,73784,117,122,"[('start', 1688562451.409329), ('end', 1688562633.230534)]",1688562451.463196,1688562586.633305,135.1701090335846,1688562586.633335,1688562633.230473,46.59713792800903
23.07.05-14.10.33-291836,23.06.29-20.47.24-291172,best,200,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.6576720093781616,0.1515717375004128,0.0215142058003463,0.1357293052334945,1.2702499453049323,0.1566562177012804,0.0288836014613628,0.1333316473317365,1.399098550622403,0.1352181449119624,0.0239608236731262,0.1438271941256402,73784,114,120,"[('start', 1688562633.291974), ('end', 1688562934.645499)]",1688562633.344941,1688562878.711143,245.36620211601257,1688562878.71117,1688562934.645399,55.934229135513306
23.07.05-14.15.34-708106,23.06.29-20.47.24-291172,best,400,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.489427115301644,0.1362476592408451,0.0211596594333602,0.1256886621175012,1.1521602792412522,0.1405806830632159,0.0256563852401193,0.1204572377636599,1.2792146312258936,0.1258008533654503,0.023420575530077,0.1312597218788165,73784,98,98,"[('start', 1688562934.708268), ('end', 1688563410.947755)]",1688562934.761896,1688563337.285667,402.52377104759216,1688563337.285688,1688563410.947663,73.66197514533997
23.07.05-14.23.31-028584,23.07.03-16.05.42-587979,best,25,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,0.767313780414447,0.0818849453909474,0.0117720637040256,0.1122746937608014,2.1247090339015164,0.2797301264847303,0.0747256425484539,0.3364291521678655,2.1435421007522377,0.2632163828692302,0.0817546072327976,0.3118716273901034,73784,537,537,"[('start', 1688563411.028765), ('end', 1688563730.29625)]",1688563411.082977,1688563690.194656,279.11167883872986,1688563690.194677,1688563730.296143,40.10146594047546
23.07.05-14.28.50-476572,23.07.03-16.05.42-587979,best,50,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.492341384269026,0.1307793879035739,0.0167038448581056,0.1516221761859074,1.7072928352928862,0.2172498770694402,0.0526266344138545,0.2487117723592909,2.041753173686696,0.2251003237976399,0.0555394922388928,0.2528133067940948,73784,342,342,"[('start', 1688563730.476729), ('end', 1688564016.703661)]",1688563730.536698,1688563974.255014,243.71831583976743,1688563974.255039,1688564016.703583,42.44854402542114
23.07.05-14.33.36-767889,23.07.03-16.05.42-587979,best,100,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.920730687912495,0.1620812755684,0.021237034433405,0.1554541801892328,1.4226193180368043,0.1659851675859971,0.0302284399058842,0.1644876744990872,1.674676088771886,0.1500621711700454,0.032906766017831,0.1752739436506998,73784,235,239,"[('start', 1688564016.768035), ('end', 1688564360.149363)]",1688564016.819922,1688564312.953549,296.1336269378662,1688564312.953575,1688564360.149305,47.195730209350586
23.07.05-14.39.20-212147,23.07.03-16.05.42-587979,best,200,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.9020507525788115,0.1597681914353025,0.0198314834365282,0.1473539679878846,1.0693511006298582,0.1327034614491171,0.0269481729213402,0.1467618118893694,1.4827663149080934,0.1346290302288143,0.0250400651692702,0.1536375186488262,73784,151,175,"[('start', 1688564360.212287), ('end', 1688564815.425)]",1688564360.265889,1688564760.267633,400.0017440319061,1688564760.267661,1688564815.424903,55.15724182128906
23.07.05-14.46.55-487468,23.07.03-16.05.42-587979,best,400,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.5207126568483649,0.1327717078452223,0.0189270541305238,0.1219545632216256,0.9723363613927632,0.1193209479311914,0.023241660690019,0.1156714047617809,1.28570633744833,0.1166969322504427,0.0209725981432064,0.1222819192996458,73784,115,117,"[('start', 1688564815.487613), ('end', 1688565407.237112)]",1688564815.540402,1688565334.344619,518.8042171001434,1688565334.344639,1688565407.237028,72.8923888206482
23.07.05-14.56.47-307704,23.07.04-05.49.45-594905,best,25,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.3715571773767847,0.2232018430561141,0.0871740329727555,0.1322007159062834,3.3526249942957547,0.4070138301438533,0.0940187750482513,0.1922681071949591,3.225617374113295,0.3706713072881931,0.0938698376986755,0.2034379372865029,73784,197,233,"[('start', 1688565407.307849), ('end', 1688565573.015173)]",1688565407.360802,1688565533.195141,125.8343391418457,1688565533.195162,1688565573.015091,39.81992888450623
23.07.05-14.59.33-186952,23.07.04-05.49.45-594905,best,50,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.410189923176017,0.1286156084426193,0.016180097539633,0.1465913736752027,1.820254100839369,0.2231330649161643,0.0401244405379494,0.2101786001080419,1.8859632256223413,0.2067207060634573,0.0440796039744674,0.1992075796137851,73784,190,190,"[('start', 1688565573.187131), ('end', 1688565754.91184)]",1688565573.238789,1688565712.595858,139.35706901550293,1688565712.595886,1688565754.911779,42.3158929347992
23.07.05-15.02.35-083805,23.07.04-05.49.45-594905,best,100,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.7888357992766295,0.1538650444343831,0.0194074991473282,0.1488955309221849,1.2423100878739324,0.1494040130770869,0.0260044002638209,0.158876692713679,1.4135091047601218,0.1329815244170333,0.0260203284134887,0.157949983947037,73784,135,140,"[('start', 1688565755.083959), ('end', 1688565981.104682)]",1688565755.135086,1688565934.436932,179.30184602737427,1688565934.436956,1688565981.104569,46.66761302947998
23.07.05-15.06.21-287354,23.07.04-05.49.45-594905,best,200,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.6085695778435958,0.1398029658466857,0.0187899844050072,0.135180670954057,0.9810574333203516,0.1208544970084238,0.0255960314432209,0.1294434671791633,1.3681732036148846,0.1239376875083298,0.023954936262818,0.1399819557177045,73784,120,120,"[('start', 1688565981.287504), ('end', 1688566332.455839)]",1688565981.339495,1688566277.418781,296.0792860984802,1688566277.418801,1688566332.455747,55.036945819854736
23.07.05-15.12.12-627970,23.07.04-05.49.45-594905,best,400,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.4503419417636885,0.1252267409122768,0.0177386297854951,0.1223574557870068,0.8599538493361265,0.1046003476516265,0.0207496429037577,0.1168107306012793,1.1791034184641034,0.106045675869747,0.0195853219103765,0.1233710087105169,73784,108,108,"[('start', 1688566332.628118), ('end', 1688566941.542254)]",1688566332.680787,1688566869.192521,536.5117340087891,1688566869.192545,1688566941.542175,72.34963011741638
23.07.05-15.22.21-704462,23.06.29-19.37.16-930520,best,400,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.848903337428496,0.1773053169775608,0.0260919739837731,0.1418253971250124,1.479792178744899,0.1776737526795203,0.0296274560688868,0.1294500449797594,1.5461009174396756,0.1557124716182161,0.0269625512090671,0.1412578512842613,73784,146,154,"[('start', 1688566941.704601), ('end', 1688567742.586875)]",1688566941.757225,1688567670.445922,728.6886968612671,1688567670.445945,1688567742.586802,72.14085698127747
23.07.05-15.35.42-747537,23.06.29-20.16.23-578801,best,400,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.5949499934293814,0.1503544153740667,0.0225988508616461,0.1315237253936149,1.2828804400653848,0.1586918846008042,0.0279226137469489,0.1211392345113341,1.3378368239413827,0.1344276497062819,0.0240840657087324,0.13433599674538,73784,104,108,"[('start', 1688567742.747673), ('end', 1688568352.656489)]",1688567742.800577,1688568280.000941,537.200364112854,1688568280.000963,1688568352.656414,72.65545105934143
23.07.05-15.45.52-808708,23.06.29-20.47.24-291172,best,400,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.4536644726792494,0.1335320696432214,0.0208478970363185,0.1248880563675265,1.1280776720224002,0.1372981831030664,0.0255372557182318,0.119325317607769,1.3016128380985663,0.1262736444322668,0.0229918335611415,0.1298921376539692,73784,105,114,"[('start', 1688568352.808853), ('end', 1688569036.80377)]",1688568352.859253,1688568964.017177,611.1579241752625,1688568964.017197,1688569036.803664,72.7864670753479
23.07.05-15.57.16-882241,23.07.03-16.05.42-587979,best,25,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,0.7904535102496062,0.0791038985080418,0.0105711018534027,0.1048309758376947,2.254119729007488,0.2880242384010381,0.0729049127199645,0.3123750853032348,2.390910201286274,0.2792601015347746,0.0708329895617231,0.3101077986015213,73784,543,547,"[('start', 1688569036.882384), ('end', 1688569413.966911)]",1688569036.932487,1688569374.048531,337.11604404449463,1688569374.048552,1688569413.966803,39.918251037597656
23.07.05-16.09.11-274774,23.07.03-16.05.42-587979,best,50,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.1775978332895574,0.1032635597402304,0.0132089586976278,0.1358866728441119,1.6239346300680242,0.2004196056395934,0.040151784886365,0.2604460612875286,1.9676997896080184,0.2149199277840268,0.04221620586893,0.247572519379055,73784,429,429,"[('start', 1688569751.274917), ('end', 1688570049.933371)]",1688569751.329524,1688570007.677668,256.34814405441284,1688570007.677691,1688570049.933281,42.255589962005615
23.07.05-16.14.10-117365,23.07.03-16.05.42-587979,best,100,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.768019379233493,0.149691945792002,0.0191168500224049,0.1491941308800369,1.3694797175110898,0.1623371123359112,0.0262930543649038,0.1632338922812107,1.4970406244578465,0.1404270950453973,0.029175278298771,0.1659480289434465,73784,222,222,"[('start', 1688570050.117583), ('end', 1688570303.286178)]",1688570050.170688,1688570256.723134,206.55244612693787,1688570256.72316,1688570303.286108,46.56294798851013
23.07.05-16.18.23-350344,23.07.03-16.05.42-587979,best,200,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.6638329216492538,0.1403536353701108,0.0174621360484882,0.1333069485411134,1.0020712901869926,0.1245972090431181,0.0252625239471737,0.1271235085327683,1.405939123636811,0.1247757113902801,0.0217839640139943,0.1349218145671058,73784,162,166,"[('start', 1688570303.350514), ('end', 1688570637.234308)]",1688570303.401511,1688570581.311038,277.9095270633697,1688570581.311063,1688570637.23424,55.92317700386048
23.07.05-16.23.57-303719,23.07.03-16.05.42-587979,best,400,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.5100046691148954,0.1291668899969975,0.0173276798458929,0.1240810953677973,0.930115388695402,0.1140371389313467,0.0227222970903196,0.1154059569262895,1.2216383730473015,0.108229523888801,0.0185722403682233,0.1253580800637492,73784,133,138,"[('start', 1688570637.303858), ('end', 1688571170.941587)]",1688570637.354564,1688571097.884478,460.5299141407013,1688571097.884506,1688571170.941537,73.05703091621399
23.07.05-16.32.51-012141,23.07.04-05.49.45-594905,best,25,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,0.909240999418032,0.095327454018439,0.0145538729553751,0.1083385081943195,1.7210051726253264,0.2291206317676732,0.0633814789620665,0.3143105594774154,1.8236905949569715,0.2095866758448061,0.0597745201740527,0.279342382433535,73784,321,321,"[('start', 1688571171.012278), ('end', 1688571359.144818)]",1688571171.063317,1688571319.004741,147.94142389297485,1688571319.004776,1688571359.144761,40.13998508453369
23.07.05-16.35.59-317580,23.07.04-05.49.45-594905,best,50,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.5400948380417951,0.1437800958339094,0.019132737648611,0.1498427128527391,1.7749932384456903,0.2184335487562551,0.0413080136853302,0.3306983858943705,1.847689872378657,0.1860340117183354,0.0423867947637633,0.2465193543522273,73784,203,203,"[('start', 1688571359.317723), ('end', 1688571527.424555)]",1688571359.368528,1688571485.530199,126.1616711616516,1688571485.530229,1688571527.424463,41.89423394203186
23.07.05-16.38.47-497317,23.07.04-05.49.45-594905,best,100,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.806934705962821,0.1589032893021338,0.0225429326901861,0.1537719868788807,1.4194007318358446,0.1688157893660613,0.0280736983635772,0.1428763801768778,1.5699966157747132,0.1501714638991011,0.0272149427027519,0.1539781116043201,73784,134,171,"[('start', 1688571527.497464), ('end', 1688571753.170625)]",1688571527.548878,1688571707.062503,179.5136251449585,1688571707.062526,1688571753.170544,46.10801792144776
23.07.05-16.42.33-236875,23.07.04-05.49.45-594905,best,200,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.6936842399686276,0.1422224574413582,0.0176758383925288,0.1339894559890013,1.0272018880241771,0.1281473260357081,0.0262063918199162,0.1250458760353621,1.4107622346865751,0.1259748896701535,0.022041294500668,0.1373325849796287,73784,133,144,"[('start', 1688571753.237017), ('end', 1688572088.935683)]",1688571753.289573,1688572033.753176,280.4636030197144,1688572033.753199,1688572088.935615,55.18241596221924
23.07.05-16.48.09-014133,23.07.04-05.49.45-594905,best,400,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.525998856222685,0.1337342616468794,0.019570784218518,0.1247196851514071,0.9427842520264986,0.1172376172566843,0.0230368881876335,0.1159908175098456,1.2885198948807803,0.1193778430674309,0.0225488965743821,0.1252883261875819,73784,101,101,"[('start', 1688572089.014289), ('end', 1688572559.1306)]",1688572089.065573,1688572486.023005,396.9574320316314,1688572486.023031,1688572559.130525,73.10749411582947
23.07.05-16.59.02-153671,23.06.29-19.37.16-930520,best,800,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.5492353900116806,0.1428801063934768,0.0215688785651106,0.1240381627402258,1.174008429640896,0.1453868693089964,0.0262536199160555,0.1197810728251626,1.3485243779894416,0.1312648395467128,0.0228819127422378,0.1320505625017294,73784,169,177,"[('start', 1688572742.153809), ('end', 1688573988.221146)]",1688572742.208067,1688573881.04052,1138.8324530124664,1688573881.040547,1688573988.22109,107.1805431842804
23.07.05-17.19.48-284399,23.06.29-19.37.16-930520,best,1600,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.327302227758928,0.1157505529967394,0.0160286854030644,0.0966518165929586,0.7012405899581425,0.0853705961636434,0.018464793113159,0.1012617912583438,1.017551789597556,0.0896759289129585,0.0157276997860281,0.1105193659588855,73784,162,163,"[('start', 1688573988.284547), ('end', 1688576799.965885)]",1688573988.337454,1688576676.729096,2688.39164185524,1688576676.729121,1688576799.965831,123.23671007156372
23.07.05-18.06.40-143070,23.06.29-20.16.23-578801,best,800,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.376292627213518,0.1232067367420139,0.0179912378201635,0.1128389604053624,0.9707151514815126,0.119628573053465,0.0230787928886153,0.1151223006430552,1.1821172723373894,0.1110664147145689,0.0190207469134536,0.1246147179541895,73784,137,148,"[('start', 1688576800.143224), ('end', 1688578416.094173)]",1688576800.195647,1688578309.442742,1509.2470951080322,1688578309.442768,1688578416.09411,106.65134191513062
23.07.05-18.33.36-159504,23.06.29-20.16.23-578801,best,1600,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.3642471936823228,0.119289808742945,0.0165774489328234,0.1010867933484475,0.7516971889973934,0.0916638711891778,0.0201311840425553,0.1034479416750789,1.0544297162999556,0.0923449569929558,0.0156814995889935,0.1086273012053238,73784,100,100,"[('start', 1688578416.159654), ('end', 1688581046.708329)]",1688578416.212049,1688580923.852346,2507.640296936035,1688580923.852373,1688581046.708274,122.85590100288393
23.07.05-19.17.26-888902,23.06.29-20.47.24-291172,best,800,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.4404501348015402,0.1345364581114015,0.0210937007588185,0.1211488015195013,1.1389131666754313,0.1390223971790791,0.0252957971370773,0.1143951997882468,1.2021178330321314,0.1183583943570766,0.0209268233045536,0.1239892374458089,73784,69,106,"[('start', 1688581046.889052), ('end', 1688582528.367425)]",1688581046.941876,1688582421.897763,1374.955887079239,1688582421.897787,1688582528.367364,106.46957683563232
23.07.05-19.42.08-433425,23.06.29-20.47.24-291172,best,1600,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.2915440820410262,0.113535649226254,0.0167519092390516,0.0983832178753883,0.766326004035363,0.0929865553941399,0.0199592731073055,0.1025727374830299,1.0492452845269402,0.0929959832473613,0.01595236785983,0.1058015785658399,73784,101,114,"[('start', 1688582528.43356), ('end', 1688586268.895539)]",1688582528.486185,1688586145.527841,3617.041656017304,1688586145.527866,1688586268.895479,123.3676130771637
23.07.05-20.44.29-073841,23.07.03-16.05.42-587979,best,800,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.3515195188960114,0.1164327687794167,0.0157060714067306,0.1134788493896159,0.8007155627995024,0.097815033178479,0.0194763575024934,0.110315128474931,1.1676926074676963,0.1011564562129128,0.0163631057262163,0.1179448859076041,73784,119,121,"[('start', 1688586269.073988), ('end', 1688588283.89229)]",1688586269.126216,1688588177.275732,1908.149516105652,1688588177.275759,1688588283.892207,106.61644792556764
23.07.05-21.18.03-958756,23.07.03-16.05.42-587979,best,1600,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.2523026434214344,0.10517449534492,0.0148743408476234,0.0933254556701885,0.6170192575903712,0.0752566997103384,0.0178792638592035,0.0969441568623787,1.0678770037348893,0.0898909402495154,0.0147693352494859,0.1003542017344242,73784,115,123,"[('start', 1688588283.958896), ('end', 1688593226.621219)]",1688588284.011608,1688593102.950766,4818.939158201218,1688593102.950794,1688593226.621112,123.67031812667848
23.07.05-22.40.26-808198,23.07.04-05.49.45-594905,best,800,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.3213894530370511,0.1144334136041366,0.0165749526503727,0.1053057104917827,0.8362927656194329,0.102195215849063,0.0209779265012081,0.1070662341808638,1.193829091029863,0.1073075238321503,0.0179608081879084,0.1117364064032691,73784,109,132,"[('start', 1688593226.808349), ('end', 1688595812.477864)]",1688593226.861615,1688595705.298079,2478.436464071274,1688595705.298102,1688595812.477768,107.17966604232788
23.07.05-23.23.32-558200,23.07.04-05.49.45-594905,best,1600,Si-GAP-18,dft,4.0,4,32,1,2,4,0.99,10,1.162133867723332,0.0972700426690913,0.0137349963728235,0.0922634751405854,0.5709089145352872,0.0691580580298937,0.0165003939737701,0.0963348636380452,1.0091360844715622,0.0846607170177318,0.0138884920973198,0.1002996268962806,73784,132,136,"[('start', 1688595812.558331), ('end', 1688602394.813131)]",1688595812.610692,1688602271.516984,6458.90629196167,1688602271.517005,1688602394.813054,123.296049118042
23.07.06-01.13.14-996320,23.06.29-19.37.16-930520,best,800,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.533680765426837,0.1441195320712162,0.0220350358115386,0.1259559985719829,1.1764329677485177,0.1455288761907112,0.0257444270314647,0.1203910559560732,1.3034342100509646,0.126943911730271,0.0220351628215418,0.1298006521624198,73784,89,128,"[('start', 1688602394.996457), ('end', 1688604842.234112)]",1688602395.049586,1688604736.161489,2341.111902952194,1688604736.16151,1688604842.234017,106.07250690460204
23.07.06-01.54.02-306943,23.06.29-19.37.16-930520,best,1600,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.333684003647783,0.1167419051812941,0.0162181233011428,0.0981586403276279,0.7418160768219947,0.0895424983315856,0.0190357147001885,0.1015118331901088,1.0441975750991954,0.0909711587992278,0.0146145822806978,0.106291606799931,73784,135,138,"[('start', 1688604842.307078), ('end', 1688610480.560313)]",1688604842.35852,1688610357.47889,5515.120369911194,1688610357.478915,1688610480.560255,123.08134007453918
23.07.06-03.28.00-744597,23.06.29-20.16.23-578801,best,800,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.4714283333111828,0.134230242653691,0.0202906259639482,0.1162940146990736,1.0871711137230935,0.1328255318688342,0.0247355884857914,0.1148956617652378,1.2324996740091585,0.1187117509321615,0.0211173381504314,0.126430386290566,73784,101,119,"[('start', 1688610480.744725), ('end', 1688613139.348521)]",1688610480.798593,1688613032.995704,2552.197110891342,1688613032.99573,1688613139.348463,106.3527331352234
23.07.06-04.12.19-415203,23.06.29-20.16.23-578801,best,1600,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.3027684339156478,0.1145925996691661,0.0166952239081649,0.1010113851291446,0.7736395845643947,0.0945286071186048,0.0201701143638071,0.1028668277706506,1.0950759867445283,0.0972726755987056,0.0162529129484382,0.1076110732982422,73784,109,112,"[('start', 1688613139.415342), ('end', 1688618544.463044)]",1688613139.468226,1688618422.082823,5282.614597082138,1688618422.082845,1688618544.462973,122.3801281452179
23.07.06-05.42.24-657249,23.06.29-20.47.24-291172,best,800,Si-GAP-18,dft,4.0,4,32,1,42,4,0.99,10,1.3861365636065344,0.12254251516907,0.0185613458944747,0.1133306479473638,0.9933812958746708,0.1212648244473897,0.0230137093676549,0.1110266625851684,1.3091544713331214,0.1201087020624035,0.0196826217873081,0.1199930694856909,73784,99,99,"[('start', 1688618544.657389), ('end', 1688620892.456676)]",1688618544.709357,1688620785.761566,2241.052208900452,1688620785.761592,1688620892.45661,106.6950180530548
